legislator_id,period,party
1062,15,DC
1063,15,RD
1064,15,IND
1065,15,UDI
1066,15,UDI
1067,15,RN
1068,15,COMUNES
1069,15,RN
1070,15,IND
1071,15,PS
1072,15,UDI
1073,15,PS
1074,15,PC
1075,15,RN
1076,15,PR
1077,15,DC
1078,15,PS
1079,15,RN
1080,15,UDI
1081,15,EVOP
1082,15,RN
1083,15,FRVS
1084,15,DC
1085,15,RD
1086,15,IND
1087,15,PCS
74,16,PS
172,16,RN
660,16,DC
803,16,IND
810,16,DC
811,16,UDI
815,16,UDI
827,16,PS
837,16,PS
843,16,RN
848,16,PPD
850,16,UDI
855,16,PR
856,16,PPD
862,16,DC
865,16,UDI
866,16,PR
869,16,PS
872,16,DC
875,16,UDI
879,16,DC
885,16,PR
893,16,DC
897,16,PRI
898,16,DC
908,16,UDI
913,16,DC
917,16,UDI
920,16,PS
923,16,UDI
925,16,IND
926,16,UDI
931,16,PS
936,16,PPD
937,16,PC
940,16,UDI
942,16,UDI
945,16,UDI
946,16,RN
950,16,IND
952,16,RN
953,16,RN
956,16,PC
957,16,DC
959,16,UDI
961,16,IND
963,16,DC
967,16,UDI
968,16,PS
970,16,UDI
971,16,RN
972,16,IND
973,16,PC
974,16,PPD
975,16,PS
976,16,UDI
981,16,PS
982,16,DC
984,16,RN
985,16,UDI
986,16,PR
987,16,RD
989,16,UDI
991,16,LIBERAL
993,16,PC
994,16,RN
995,16,RN
999,16,RN
1000,16,PS
1001,16,PS
1002,16,PS
1003,16,UDI
1005,16,UDI
1006,16,PC
1008,16,PH
1009,16,UDI
1010,16,EVOP
1011,16,UDI
1012,16,PC
1013,16,LIBERAL
1014,16,IND
1015,16,RD
1016,16,DC
1017,16,UDI
1018,16,RD
1019,16,RN
1020,16,PPD
1021,16,RN
1022,16,RN
1023,16,RD
1024,16,EVOP
1025,16,RN
1026,16,RN
1027,16,RN
1028,16,RN
1029,16,RN
1030,16,RN
1031,16,UDI
1032,16,RN
1033,16,RD
1034,16,PEV
1035,16,PC
1036,16,PH
1037,16,IND
1038,16,PS
1040,16,RN
1041,16,EVOP
1042,16,EVOP
1043,16,PC
1044,16,PS
1045,16,RN
1046,16,RN
1047,16,RN
1048,16,PPD
1049,16,PR
1050,16,RN
1051,16,COMUNES
1052,16,EVOP
1053,16,UDI
1054,16,RN
1055,16,UDI
1056,16,PS
1057,16,IND
1058,16,RD
1059,16,RN
1060,16,RN
1061,16,PPD
1062,16,DC
1063,16,RD
1064,16,IND
1065,16,UDI
1066,16,UDI
1067,16,RN
1068,16,COMUNES
1069,16,RN
1070,16,IND
1071,16,PS
1072,16,UDI
1073,16,PS
1074,16,IND
1075,16,RN
1076,16,PR
1077,16,DC
1078,16,PS
1079,16,RN
1080,16,UDI
1081,16,EVOP
1082,16,RN
1083,16,FRVS
1084,16,DC
1085,16,RD
1086,16,IND
1087,16,IND
74,17,PS
172,17,RN
660,17,DC
803,17,IND
810,17,DC
811,17,UDI
815,17,UDI
827,17,PS
837,17,PS
843,17,RN
848,17,PPD
850,17,UDI
855,17,PR
862,17,DC
865,17,UDI
866,17,PR
869,17,PS
872,17,DC
875,17,UDI
879,17,DC
885,17,PR
893,17,DC
897,17,PRI
898,17,DC
908,17,UDI
913,17,DC
917,17,UDI
920,17,PS
923,17,UDI
925,17,IND
926,17,UDI
931,17,PS
936,17,PPD
937,17,PC
940,17,UDI
942,17,UDI
945,17,UDI
946,17,RN
949,17,RN
950,17,IND
952,17,RN
953,17,RN
956,17,PC
957,17,DC
959,17,UDI
961,17,IND
963,17,DC
967,17,UDI
968,17,PS
970,17,UDI
971,17,RN
972,17,IND
973,17,PC
974,17,PPD
975,17,PS
976,17,UDI
981,17,PS
982,17,DC
984,17,RN
985,17,UDI
986,17,PR
987,17,RD
989,17,UDI
991,17,LIBERAL
993,17,PC
994,17,RN
995,17,RN
999,17,RN
1000,17,PS
1001,17,PS
1002,17,PS
1003,17,UDI
1005,17,UDI
1006,17,PC
1008,17,PH
1009,17,UDI
1010,17,EVOP
1011,17,UDI
1012,17,PC
1013,17,LIBERAL
1014,17,IND
1015,17,RD
1016,17,DC
1017,17,UDI
1018,17,RD
1019,17,RN
1020,17,PPD
1021,17,RN
1022,17,RN
1023,17,RD
1024,17,EVOP
1025,17,RN
1026,17,RN
1027,17,RN
1028,17,RN
1029,17,RN
1030,17,RN
1031,17,UDI
1032,17,RN
1033,17,RD
1034,17,PEV
1035,17,PC
1036,17,PH
1037,17,IND
1038,17,PS
1039,17,PH
1040,17,RN
1041,17,EVOP
1042,17,EVOP
1043,17,PC
1044,17,PS
1045,17,RN
1046,17,RN
1047,17,RN
1048,17,PPD
1049,17,PR
1050,17,RN
1051,17,COMUNES
1052,17,EVOP
1053,17,UDI
1054,17,RN
1055,17,UDI
1056,17,PS
1057,17,IND
1058,17,RD
1059,17,RN
1060,17,RN
1061,17,PPD
1062,17,DC
1063,17,RD
1064,17,IND
1065,17,UDI
1066,17,UDI
1067,17,RN
1068,17,COMUNES
1069,17,RN
1070,17,IND
1071,17,PS
1072,17,UDI
1073,17,PS
1074,17,IND
1075,17,RN
1076,17,PR
1077,17,DC
1078,17,PS
1079,17,RN
1080,17,UDI
1081,17,EVOP
1082,17,RN
1083,17,FRVS
1084,17,DC
1085,17,RD
1086,17,IND
1087,17,IND
74,18,PS
172,18,RN
660,18,DC
803,18,IND
810,18,DC
811,18,UDI
815,18,UDI
827,18,PS
837,18,PS
843,18,RN
848,18,PPD
850,18,UDI
855,18,PR
856,18,PPD
862,18,DC
865,18,UDI
866,18,PR
869,18,PS
872,18,DC
875,18,UDI
879,18,DC
885,18,PR
893,18,DC
897,18,PRI
898,18,DC
908,18,UDI
913,18,DC
917,18,UDI
920,18,PS
923,18,UDI
925,18,IND
926,18,UDI
931,18,PS
936,18,PPD
937,18,PC
940,18,UDI
942,18,UDI
945,18,UDI
946,18,RN
949,18,RN
950,18,IND
952,18,RN
953,18,RN
956,18,PC
957,18,DC
959,18,UDI
961,18,IND
963,18,DC
967,18,UDI
968,18,PS
970,18,UDI
971,18,RN
972,18,IND
973,18,PC
974,18,PPD
975,18,PS
976,18,UDI
981,18,PS
982,18,DC
984,18,RN
985,18,UDI
986,18,PR
987,18,RD
989,18,UDI
991,18,LIBERAL
993,18,PC
994,18,RN
995,18,RN
999,18,RN
1000,18,PS
1001,18,PS
1002,18,PS
1003,18,UDI
1005,18,UDI
1006,18,PC
1008,18,PH
1009,18,UDI
1010,18,EVOP
1011,18,UDI
1012,18,PC
1013,18,LIBERAL
1014,18,IND
1015,18,RD
1016,18,DC
1017,18,UDI
1018,18,RD
1019,18,RN
1020,18,PPD
1021,18,RN
1022,18,RN
1023,18,RD
1024,18,EVOP
1025,18,RN
1026,18,RN
1027,18,RN
1028,18,RN
1029,18,RN
1030,18,RN
1031,18,UDI
1032,18,RN
1033,18,RD
1034,18,PEV
1035,18,PC
1036,18,PH
1037,18,IND
1038,18,PS
1039,18,PH
1040,18,RN
1041,18,EVOP
1042,18,EVOP
1043,18,PC
1044,18,PS
1045,18,RN
1046,18,RN
1047,18,RN
1048,18,PPD
1049,18,PR
1050,18,RN
1051,18,COMUNES
1052,18,EVOP
1053,18,UDI
1054,18,RN
1055,18,UDI
1056,18,PS
1057,18,IND
1058,18,RD
1059,18,RN
1060,18,RN
1061,18,PPD
1062,18,DC
1063,18,RD
1064,18,IND
1065,18,UDI
1066,18,UDI
1067,18,RN
1068,18,COMUNES
1069,18,RN
1070,18,IND
1071,18,PS
1072,18,UDI
1073,18,PS
1074,18,PRO
1075,18,RN
1076,18,PR
1077,18,IND
1078,18,PS
1079,18,RN
1080,18,UDI
1081,18,EVOP
1082,18,RN
1083,18,FRVS
1084,18,DC
1085,18,RD
1086,18,IND
1087,18,IND
74,19,PS
172,19,RN
660,19,DC
803,19,IND
810,19,DC
811,19,UDI
815,19,UDI
827,19,PS
837,19,PS
843,19,RN
848,19,PPD
850,19,UDI
855,19,PR
856,19,PPD
862,19,DC
865,19,UDI
866,19,PR
869,19,PS
872,19,DC
875,19,UDI
879,19,DC
885,19,PR
893,19,DC
897,19,PRI
898,19,DC
908,19,UDI
913,19,DC
917,19,UDI
920,19,PS
923,19,UDI
925,19,IND
926,19,UDI
931,19,PS
936,19,PPD
937,19,PC
940,19,UDI
942,19,UDI
945,19,UDI
946,19,RN
949,19,RN
950,19,IND
952,19,RN
953,19,RN
956,19,PC
957,19,DC
959,19,UDI
961,19,IND
963,19,DC
967,19,UDI
968,19,PS
970,19,UDI
971,19,RN
972,19,PCS
973,19,PC
974,19,PPD
975,19,PS
976,19,UDI
981,19,PS
982,19,DC
984,19,RN
985,19,UDI
986,19,PR
987,19,RD
989,19,UDI
991,19,LIBERAL
993,19,PC
994,19,RN
995,19,RN
999,19,RN
1000,19,PS
1001,19,PS
1002,19,PS
1003,19,UDI
1005,19,UDI
1006,19,PC
1008,19,PH
1009,19,UDI
1010,19,EVOP
1011,19,UDI
1012,19,PC
1013,19,LIBERAL
1014,19,IND
1015,19,RD
1016,19,DC
1017,19,UDI
1018,19,RD
1019,19,RN
1020,19,PPD
1021,19,RN
1022,19,RN
1023,19,RD
1024,19,EVOP
1025,19,RN
1026,19,RN
1027,19,RN
1028,19,RN
1029,19,RN
1030,19,RN
1031,19,UDI
1032,19,RN
1033,19,RD
1034,19,PEV
1035,19,PC
1036,19,PH
1037,19,PCS
1038,19,PS
1039,19,PH
1040,19,RN
1041,19,EVOP
1042,19,EVOP
1043,19,PC
1044,19,PS
1045,19,RN
1046,19,RN
1047,19,RN
1048,19,PPD
1049,19,PR
1050,19,RN
1051,19,COMUNES
1052,19,EVOP
1053,19,UDI
1054,19,RN
1055,19,UDI
1056,19,PS
1057,19,IND
1058,19,RD
1059,19,RN
1060,19,RN
1061,19,PPD
1062,19,DC
1063,19,RD
1064,19,IND
1065,19,UDI
1066,19,UDI
1067,19,RN
1068,19,IND
1069,19,RN
1070,19,IND
1071,19,PS
1072,19,UDI
1073,19,PS
1074,19,PRO
1075,19,RN
1076,19,PR
1077,19,IND
1078,19,PS
1079,19,RN
1080,19,UDI
1081,19,EVOP
1082,19,RN
1083,19,FRVS
1084,19,DC
1085,19,RD
1086,19,RD
1087,19,RD
74,20,PS
172,20,RN
660,20,DC
803,20,IND
810,20,DC
811,20,UDI
815,20,UDI
827,20,PS
837,20,PS
843,20,RN
848,20,PPD
850,20,UDI
855,20,PR
856,20,PPD
862,20,DC
865,20,UDI
866,20,PR
869,20,PS
872,20,DC
875,20,UDI
879,20,DC
885,20,PR
893,20,DC
897,20,PRI
898,20,DC
908,20,UDI
913,20,DC
917,20,UDI
920,20,PS
923,20,UDI
925,20,IND
926,20,UDI
931,20,PS
936,20,PPD
937,20,PC
940,20,UDI
942,20,UDI
945,20,UDI
946,20,RN
949,20,RN
950,20,IND
952,20,RN
953,20,RN
956,20,PC
957,20,DC
959,20,UDI
961,20,IND
963,20,DC
967,20,UDI
968,20,PS
970,20,UDI
971,20,RN
972,20,PCS
973,20,PC
974,20,PPD
975,20,PS
976,20,UDI
981,20,PS
982,20,DC
984,20,RN
985,20,UDI
986,20,PR
987,20,RD
989,20,UDI
991,20,LIBERAL
993,20,PC
994,20,RN
995,20,RN
999,20,RN
1000,20,PS
1001,20,PS
1002,20,PS
1003,20,UDI
1005,20,UDI
1006,20,PC
1008,20,PH
1009,20,UDI
1010,20,EVOP
1011,20,UDI
1012,20,PC
1013,20,LIBERAL
1014,20,IND
1015,20,RD
1016,20,DC
1017,20,UDI
1018,20,RD
1019,20,RN
1020,20,PPD
1021,20,RN
1022,20,RN
1023,20,RD
1024,20,EVOP
1025,20,RN
1026,20,RN
1027,20,RN
1028,20,RN
1029,20,RN
1030,20,RN
1031,20,UDI
1032,20,RN
1033,20,RD
1034,20,PEV
1035,20,PC
1036,20,IND
1037,20,PCS
1038,20,PS
1039,20,PH
1040,20,RN
1041,20,EVOP
1042,20,EVOP
1043,20,PC
1044,20,PS
1045,20,RN
1046,20,RN
1047,20,RN
1048,20,PPD
1049,20,PR
1050,20,RN
1051,20,COMUNES
1052,20,EVOP
1053,20,UDI
1054,20,RN
1055,20,UDI
1056,20,PS
1057,20,IND
1058,20,RD
1059,20,RN
1060,20,RN
1061,20,PPD
1062,20,DC
1063,20,RD
1064,20,IND
1065,20,UDI
1066,20,UDI
1067,20,RN
1068,20,IND
1069,20,RN
1070,20,IND
1071,20,PS
1072,20,UDI
1073,20,PS
1074,20,PRO
1075,20,RN
1076,20,PR
1077,20,IND
1078,20,PS
1079,20,RN
1080,20,UDI
1081,20,EVOP
1082,20,RN
1083,20,FRVS
1084,20,DC
1085,20,RD
1086,20,RD
1087,20,RD
1088,20,RN
1089,20,UDI
1090,20,RN
74,21,PS
172,21,RN
660,21,DC
803,21,IND
810,21,DC
811,21,UDI
815,21,UDI
827,21,PS
837,21,PS
843,21,RN
848,21,PPD
850,21,UDI
855,21,PR
856,21,PPD
862,21,DC
865,21,UDI
866,21,PR
869,21,PS
872,21,DC
875,21,UDI
879,21,DC
885,21,PR
893,21,DC
897,21,PRI
898,21,DC
908,21,UDI
913,21,DC
917,21,UDI
920,21,PS
923,21,UDI
925,21,IND
926,21,UDI
931,21,PS
936,21,PPD
937,21,PC
940,21,UDI
942,21,UDI
945,21,UDI
946,21,RN
950,21,IND
952,21,RN
953,21,RN
956,21,PC
957,21,DC
959,21,UDI
961,21,IND
963,21,DC
967,21,UDI
968,21,PS
971,21,RN
972,21,PCS
973,21,PC
974,21,PPD
975,21,PS
976,21,UDI
981,21,PS
982,21,DC
984,21,RN
985,21,UDI
986,21,PR
987,21,RD
989,21,UDI
991,21,LIBERAL
993,21,PC
994,21,RN
995,21,RN
999,21,RN
1000,21,PS
1001,21,PS
1002,21,PS
1003,21,UDI
1005,21,UDI
1006,21,PC
1008,21,PH
1009,21,UDI
1010,21,EVOP
1011,21,UDI
1012,21,PC
1013,21,LIBERAL
1014,21,IND
1015,21,RD
1016,21,DC
1017,21,UDI
1018,21,RD
1019,21,RN
1020,21,PPD
1021,21,RN
1022,21,RN
1023,21,RD
1024,21,EVOP
1025,21,RN
1027,21,RN
1028,21,RN
1029,21,RN
1030,21,RN
1031,21,UDI
1032,21,RN
1033,21,RD
1034,21,PEV
1035,21,PC
1036,21,IND
1037,21,PCS
1038,21,PS
1039,21,PH
1040,21,RN
1041,21,EVOP
1042,21,EVOP
1043,21,PC
1044,21,PS
1045,21,RN
1046,21,RN
1047,21,RN
1048,21,PPD
1049,21,PR
1050,21,RN
1051,21,COMUNES
1052,21,EVOP
1053,21,UDI
1054,21,RN
1055,21,UDI
1056,21,PS
1057,21,IND
1058,21,RD
1059,21,RN
1060,21,RN
1061,21,PPD
1062,21,DC
1063,21,RD
1064,21,IND
1065,21,UDI
1066,21,UDI
1067,21,RN
1068,21,IND
1069,21,RN
1070,21,IND
1071,21,PS
1072,21,UDI
1073,21,PS
1074,21,PRO
1075,21,RN
1076,21,PR
1077,21,IND
1078,21,PS
1079,21,RN
1080,21,UDI
1081,21,EVOP
1082,21,RN
1083,21,FRVS
1084,21,DC
1085,21,RD
1086,21,RD
1087,21,RD
1088,21,RN
1089,21,UDI
1090,21,RN
74,22,PS
172,22,RN
660,22,DC
803,22,IND
810,22,DC
811,22,UDI
815,22,UDI
827,22,PS
837,22,PS
843,22,RN
848,22,PPD
850,22,UDI
855,22,PR
856,22,PPD
862,22,DC
865,22,UDI
866,22,PR
869,22,PS
872,22,DC
875,22,UDI
879,22,DC
885,22,PR
893,22,DC
897,22,PRI
898,22,DC
908,22,UDI
913,22,DC
917,22,UDI
920,22,PS
923,22,UDI
925,22,IND
926,22,UDI
931,22,PS
936,22,PPD
940,22,UDI
942,22,UDI
945,22,UDI
946,22,RN
950,22,IND
952,22,RN
953,22,RN
956,22,PC
957,22,DC
959,22,UDI
961,22,IND
963,22,DC
967,22,UDI
968,22,PS
971,22,RN
972,22,PCS
973,22,PC
975,22,PS
976,22,UDI
981,22,PS
982,22,DC
984,22,RN
985,22,UDI
986,22,PR
987,22,RD
989,22,UDI
991,22,LIBERAL
993,22,PC
994,22,RN
995,22,RN
999,22,RN
1000,22,PS
1001,22,PS
1002,22,PS
1003,22,UDI
1005,22,UDI
1006,22,PC
1008,22,PH
1009,22,UDI
1010,22,EVOP
1011,22,UDI
1012,22,PC
1013,22,LIBERAL
1014,22,IND
1015,22,RD
1016,22,DC
1017,22,UDI
1018,22,RD
1019,22,RN
1020,22,PPD
1021,22,RN
1022,22,RN
1023,22,RD
1024,22,EVOP
1025,22,RN
1027,22,RN
1028,22,RN
1029,22,RN
1030,22,RN
1031,22,UDI
1032,22,RN
1034,22,PEV
1035,22,PC
1036,22,IND
1037,22,PCS
1038,22,PS
1039,22,PH
1040,22,RN
1041,22,EVOP
1042,22,EVOP
1043,22,PC
1044,22,PS
1046,22,RN
1047,22,RN
1048,22,PPD
1049,22,PR
1050,22,RN
1051,22,COMUNES
1052,22,EVOP
1053,22,UDI
1054,22,RN
1055,22,UDI
1056,22,PS
1057,22,IND
1058,22,RD
1059,22,RN
1060,22,RN
1061,22,PPD
1062,22,DC
1063,22,RD
1064,22,IND
1065,22,UDI
1066,22,UDI
1067,22,RN
1068,22,IND
1069,22,RN
1070,22,IND
1071,22,PS
1072,22,UDI
1073,22,PS
1074,22,PRO
1075,22,RN
1076,22,PR
1077,22,IND
1078,22,PS
1079,22,RN
1080,22,UDI
1081,22,EVOP
1082,22,RN
1083,22,FRVS
1084,22,DC
1085,22,RD
1086,22,RD
1087,22,RD
1088,22,RN
1089,22,UDI
1090,22,RN
1091,22,PC
1092,22,RD
1093,22,PPD
1094,22,UDI
74,23,PS
172,23,RN
660,23,DC
803,23,IND
810,23,DC
811,23,UDI
815,23,UDI
827,23,PS
837,23,PS
843,23,RN
848,23,PPD
850,23,UDI
855,23,PR
856,23,PPD
862,23,DC
866,23,PR
869,23,PS
872,23,DC
875,23,UDI
879,23,DC
885,23,PR
893,23,DC
897,23,PRI
898,23,DC
908,23,UDI
913,23,DC
917,23,UDI
920,23,PS
923,23,UDI
925,23,IND
926,23,UDI
931,23,PS
936,23,PPD
940,23,UDI
942,23,UDI
945,23,UDI
946,23,RN
950,23,IND
952,23,RN
953,23,RN
956,23,PC
957,23,DC
959,23,UDI
961,23,IND
963,23,DC
968,23,PS
971,23,RN
972,23,PCS
973,23,PC
975,23,PS
976,23,UDI
981,23,PS
982,23,DC
984,23,RN
985,23,UDI
986,23,PR
987,23,RD
989,23,UDI
991,23,LIBERAL
993,23,PC
994,23,RN
995,23,RN
999,23,RN
1000,23,PS
1001,23,PS
1002,23,PS
1003,23,UDI
1005,23,UDI
1006,23,PC
1008,23,PH
1009,23,UDI
1010,23,EVOP
1011,23,UDI
1012,23,PC
1013,23,LIBERAL
1014,23,IND
1015,23,RD
1016,23,DC
1017,23,UDI
1018,23,RD
1019,23,RN
1020,23,PPD
1021,23,RN
1022,23,RN
1023,23,RD
1024,23,EVOP
1025,23,RN
1027,23,RN
1028,23,RN
1029,23,RN
1030,23,RN
1031,23,UDI
1032,23,RN
1034,23,PEV
1035,23,PC
1036,23,IND
1037,23,PCS
1038,23,PS
1039,23,PH
1040,23,RN
1041,23,EVOP
1042,23,EVOP
1043,23,PC
1044,23,PS
1045,23,RN
1046,23,RN
1047,23,RN
1048,23,PPD
1049,23,PR
1050,23,RN
1051,23,COMUNES
1052,23,EVOP
1053,23,UDI
1054,23,RN
1055,23,UDI
1056,23,PS
1057,23,IND
1058,23,RD
1059,23,RN
1060,23,RN
1061,23,PPD
1062,23,DC
1063,23,RD
1064,23,IND
1065,23,UDI
1066,23,UDI
1067,23,RN
1068,23,IND
1069,23,RN
1070,23,IND
1071,23,PS
1072,23,UDI
1073,23,PS
1074,23,PRO
1075,23,RN
1076,23,PR
1077,23,IND
1078,23,PS
1079,23,RN
1080,23,UDI
1081,23,EVOP
1082,23,PREP
1083,23,FRVS
1084,23,DC
1085,23,RD
1086,23,RD
1087,23,RD
1088,23,RN
1089,23,UDI
1090,23,RN
1091,23,PC
1092,23,RD
1093,23,PPD
1094,23,UDI
1095,23,UDI
74,24,PS
172,24,RN
660,24,DC
803,24,IND
810,24,DC
811,24,UDI
815,24,UDI
827,24,PS
837,24,PS
843,24,RN
848,24,PPD
850,24,UDI
855,24,PR
856,24,PPD
862,24,DC
866,24,PR
869,24,PS
872,24,DC
875,24,UDI
879,24,DC
885,24,PR
893,24,DC
897,24,PRI
898,24,DC
908,24,UDI
913,24,DC
917,24,UDI
920,24,PS
923,24,UDI
925,24,IND
926,24,UDI
931,24,PS
936,24,PPD
940,24,UDI
942,24,UDI
945,24,UDI
946,24,RN
950,24,IND
952,24,RN
953,24,RN
956,24,PC
957,24,DC
959,24,UDI
961,24,IND
963,24,DC
968,24,PS
971,24,RN
973,24,PC
975,24,PS
976,24,UDI
981,24,PS
982,24,DC
984,24,RN
985,24,UDI
986,24,PR
987,24,RD
989,24,UDI
991,24,LIBERAL
993,24,PC
994,24,RN
995,24,RN
999,24,RN
1000,24,PS
1001,24,PS
1002,24,PS
1003,24,UDI
1005,24,UDI
1006,24,PC
1008,24,PH
1009,24,UDI
1010,24,EVOP
1011,24,UDI
1012,24,PC
1013,24,LIBERAL
1014,24,IND
1015,24,RD
1016,24,DC
1017,24,UDI
1018,24,RD
1019,24,RN
1020,24,PPD
1021,24,RN
1022,24,RN
1023,24,RD
1024,24,EVOP
1025,24,RN
1027,24,RN
1028,24,RN
1029,24,RN
1030,24,RN
1031,24,UDI
1032,24,RN
1034,24,PEV
1035,24,PC
1036,24,IND
1037,24,PCS
1038,24,PS
1039,24,PH
1040,24,RN
1041,24,EVOP
1042,24,EVOP
1043,24,PC
1044,24,PS
1045,24,RN
1046,24,RN
1047,24,RN
1048,24,PPD
1049,24,PR
1050,24,RN
1051,24,COMUNES
1052,24,EVOP
1053,24,UDI
1054,24,RN
1055,24,UDI
1056,24,PS
1057,24,IND
1058,24,RD
1059,24,RN
1060,24,RN
1061,24,PPD
1062,24,DC
1063,24,RD
1064,24,IND
1065,24,UDI
1066,24,UDI
1067,24,RN
1068,24,IND
1069,24,RN
1070,24,IND
1071,24,PS
1072,24,UDI
1073,24,PS
1074,24,PRO
1075,24,RN
1076,24,PR
1077,24,IND
1078,24,PS
1079,24,RN
1080,24,UDI
1081,24,EVOP
1082,24,PREP
1083,24,FRVS
1084,24,DC
1085,24,RD
1086,24,RD
1087,24,RD
1088,24,RN
1089,24,UDI
1090,24,RN
1091,24,PC
1092,24,RD
1093,24,PPD
1094,24,UDI
1095,24,UDI
