party,target_a,target_b,n_a,n_b,median_a,median_b,delta_b_minus_a,replicate
FRVS,P1,P3,1,1,-0.7571961697414946,-0.6458746085596857,0.11132156118180891,7
FRVS,P2,P3,1,1,-0.7094869292350054,-0.6458746085596857,0.06361232067531974,7
IND,P1,P2,13,11,-0.5869707404426378,-0.5587595757573312,0.0282111646853066,7
IND,P1,P3,13,11,-0.5869707404426378,-0.7377893320614394,-0.15081859161880162,7
IND,P2,P3,11,11,-0.5587595757573312,-0.7377893320614394,-0.17902975630410822,7
LIBERAL,P1,P2,2,2,-0.6802937705950787,-0.6240083509962359,0.05628541959884281,7
LIBERAL,P1,P3,2,2,-0.6802937705950787,-0.5489611248644455,0.1313326457306332,7
LIBERAL,P2,P3,2,2,-0.6240083509962359,-0.5489611248644455,0.07504722613179038,7
PC,P1,P2,8,8,-0.8545245748461284,-0.8552746931186963,-0.000750118272567879,7
PC,P1,P3,8,8,-0.8545245748461284,-0.8451572749220118,0.009367299924116668,7
PC,P2,P3,8,8,-0.8552746931186963,-0.8451572749220118,0.010117418196684547,7
PCS,P2,P3,2,1,-0.8211075540280189,-0.8441293089289835,-0.023021754900964586,7
PEV,P1,P2,1,1,-0.9379689200610981,-0.9128564436395971,0.02511247642150105,7
PEV,P1,P3,1,1,-0.9379689200610981,-0.8793731417442634,0.05859577831683471,7
PEV,P2,P3,1,1,-0.9128564436395971,-0.8793731417442634,0.03348330189533366,7
PH,P1,P2,3,2,-0.916797919961824,-0.9155939788988885,0.0012039410629355318,7
PH,P1,P3,3,2,-0.916797919961824,-0.9332241114806659,-0.016426191518841837,7
PH,P2,P3,2,2,-0.9155939788988885,-0.9332241114806659,-0.01763013258177737,7
PPD,P1,P2,6,7,-0.6165812152681514,-0.6059958347759932,0.01058538049215818,7
PPD,P1,P3,6,7,-0.6165812152681514,-0.6335659327575023,-0.01698471748935093,7
PPD,P2,P3,7,7,-0.6059958347759932,-0.6335659327575023,-0.027570097981509112,7
PR,P1,P2,6,6,-0.3697636643739647,-0.31595110056526376,0.05381256380870092,7
PR,P1,P3,6,6,-0.3697636643739647,-0.23558596456352107,0.1341776998104436,7
PR,P2,P3,6,6,-0.31595110056526376,-0.23558596456352107,0.08036513600174269,7
PRI,P1,P2,1,1,-0.7461793217536847,-0.7389116716089237,0.007267650144761051,7
PRI,P1,P3,1,1,-0.7461793217536847,-0.7292214714159098,0.01695785033777497,7
PRI,P2,P3,1,1,-0.7389116716089237,-0.7292214714159098,0.00969020019301392,7
PRO,P2,P3,1,1,-0.8618036601368411,-0.916549005703586,-0.05474534556674493,7
PS,P1,P2,18,18,-0.6528604982347997,-0.6399191337889766,0.012941364445823167,7
PS,P1,P3,18,18,-0.6528604982347997,-0.6307802743944826,0.02208022384031716,7
PS,P2,P3,18,18,-0.6399191337889766,-0.6307802743944826,0.009138859394493992,7
RD,P1,P2,8,10,-0.764359416390135,-0.7502352781046693,0.01412413828546577,7
RD,P1,P3,8,10,-0.764359416390135,-0.7414090360315557,0.022950380358579325,7
RD,P2,P3,10,10,-0.7502352781046693,-0.7414090360315557,0.008826242073113555,7
RN,P1,P2,34,36,0.6639200962744124,0.6454565138794828,-0.018463582394929623,7
RN,P1,P3,34,33,0.6639200962744124,0.5998903894507128,-0.06402970682369957,7
RN,P2,P3,36,33,0.6454565138794828,0.5998903894507128,-0.04556612442876995,7
UDI,P1,P2,30,31,0.7118240755050758,0.6979867633049681,-0.013837312200107643,7
UDI,P1,P3,30,30,0.7118240755050758,0.6897740276181883,-0.02205004788688747,7
UDI,P2,P3,31,30,0.6979867633049681,0.6897740276181883,-0.008212735686779826,7
COMUNES,P1,P2,2,1,-0.8841565212782966,-0.9107530236406994,-0.026596502362402852,8
COMUNES,P1,P3,2,1,-0.8841565212782966,-0.9346381963995636,-0.050481675121267,8
COMUNES,P2,P3,1,1,-0.9107530236406994,-0.9346381963995636,-0.023885172758864148,8
DC,P1,P2,15,14,-0.18256739952611412,-0.18467090441362272,-0.0021035048875086004,8
DC,P1,P3,15,14,-0.18256739952611412,-0.17154685929302266,0.011020540233091458,8
DC,P2,P3,14,14,-0.18467090441362272,-0.17154685929302266,0.013124045120600059,8
EVOP,P1,P2,6,6,0.6835573328579844,0.6500864668848778,-0.033470865973106556,8
EVOP,P1,P3,6,6,0.6835573328579844,0.6211628127984906,-0.06239452005949375,8
EVOP,P2,P3,6,6,0.6500864668848778,0.6211628127984906,-0.028923654086387196,8
FRVS,P1,P2,1,1,-0.7250049602512224,-0.6828182167693071,0.04218674348191531,8
FRVS,P1,P3,1,1,-0.7250049602512224,-0.6265692254600888,0.09843573479113366,8
FRVS,P2,P3,1,1,-0.6828182167693071,-0.6265692254600888,0.056248991309218344,8
IND,P1,P2,13,11,-0.5922519418756617,-0.5525711426586202,0.039680799217041485,8
IND,P1,P3,13,11,-0.5922519418756617,-0.7243871318379921,-0.13213518996233042,8
IND,P2,P3,11,11,-0.5525711426586202,-0.7243871318379921,-0.1718159891793719,8
LIBERAL,P1,P2,2,2,-0.7112330811639047,-0.6551984506389688,0.05603463052493596,8
LIBERAL,P1,P3,2,2,-0.7112330811639047,-0.580485609939053,0.13074747122485175,8
LIBERAL,P2,P3,2,2,-0.6551984506389688,-0.580485609939053,0.0747128406999158,8
PC,P1,P2,8,8,-0.8489516109750392,-0.853445501051374,-0.004493890076334717,8
PC,P1,P3,8,8,-0.8489516109750392,-0.8675639390231924,-0.01861232804815316,8
PC,P2,P3,8,8,-0.853445501051374,-0.8675639390231924,-0.014118437971818443,8
PCS,P2,P3,2,1,-0.8277247458191008,-0.7614852159111658,0.06623952990793502,8
PEV,P1,P2,1,1,-0.9182844142591654,-0.9286527993446565,-0.010368385085491094,8
PEV,P1,P3,1,1,-0.9182844142591654,-0.9424773127919782,-0.024192898532812812,8
PEV,P2,P3,1,1,-0.9286527993446565,-0.9424773127919782,-0.013824513447321718,8
PH,P1,P2,3,2,-0.9165151607127412,-0.9216559299484814,-0.00514076923574025,8
PH,P1,P3,3,2,-0.9165151607127412,-0.9344100775964507,-0.017894916883709477,8
PH,P2,P3,2,2,-0.9216559299484814,-0.9344100775964507,-0.012754147647969227,8
PPD,P1,P2,6,7,-0.6119000720734411,-0.6000146113461501,0.01188546072729102,8
PPD,P1,P3,6,7,-0.6119000720734411,-0.709497366100957,-0.09759729402751594,8
PPD,P2,P3,7,7,-0.6000146113461501,-0.709497366100957,-0.10948275475480695,8
PR,P1,P2,6,6,-0.3705201900817323,-0.31160349392013986,0.05891669616159245,8
PR,P1,P3,6,6,-0.3705201900817323,-0.23503551296632008,0.13548467711541223,8
PR,P2,P3,6,6,-0.31160349392013986,-0.23503551296632008,0.07656798095381978,8
PRI,P1,P2,1,1,-0.7416592458618093,-0.7306240930336468,0.011035152828162476,8
PRI,P1,P3,1,1,-0.7416592458618093,-0.7159105559294296,0.025748689932379665,8
PRI,P2,P3,1,1,-0.7306240930336468,-0.7159105559294296,0.01471353710421719,8
PRO,P2,P3,1,1,-0.8591032195109162,-0.8797297173486078,-0.02062649783769166,8
PS,P1,P2,18,18,-0.6562086499643747,-0.6548453761808906,0.001363273783484109,8
PS,P1,P3,18,18,-0.6562086499643747,-0.6578279188208201,-0.0016192688564454771,8
PS,P2,P3,18,18,-0.6548453761808906,-0.6578279188208201,-0.0029825426399295862,8
RD,P1,P2,8,10,-0.7735146483689971,-0.7679495619105756,0.005565086458421464,8
RD,P1,P3,8,10,-0.7735146483689971,-0.7821719577409081,-0.008657309371911004,8
RD,P2,P3,10,10,-0.7679495619105756,-0.7821719577409081,-0.014222395830332468,8
RN,P1,P2,34,36,0.6691897259267705,0.6274862768314617,-0.041703449095308764,8
RN,P1,P3,34,33,0.6691897259267705,0.5622222808240004,-0.10696744510277012,8
RN,P2,P3,36,33,0.6274862768314617,0.5622222808240004,-0.06526399600746136,8
UDI,P1,P2,30,31,0.6988556949783968,0.6528000914708078,-0.04605560350758908,8
UDI,P1,P3,30,30,0.6988556949783968,0.621094657780453,-0.0777610371979438,8
UDI,P2,P3,31,30,0.6528000914708078,0.621094657780453,-0.03170543369035472,8
COMUNES,P1,P2,2,1,-0.9019965928830478,-0.8960505457723699,0.005946047110677921,9
COMUNES,P1,P3,2,1,-0.9019965928830478,-0.8768114869919177,0.0251851058911301,9
COMUNES,P2,P3,1,1,-0.8960505457723699,-0.8768114869919177,0.01923905878045218,9
DC,P1,P2,15,14,-0.15761735067588253,-0.17778038239003013,-0.0201630317141476,9
DC,P1,P3,15,14,-0.15761735067588253,-0.14439177250041652,0.013225578175466018,9
DC,P2,P3,14,14,-0.17778038239003013,-0.14439177250041652,0.03338860988961362,9
EVOP,P1,P2,6,6,0.7058626171702622,0.6648515979251549,-0.041011019245107305,9
EVOP,P1,P3,6,6,0.7058626171702622,0.6642132074552876,-0.04164940971497466,9
EVOP,P2,P3,6,6,0.6648515979251549,0.6642132074552876,-0.0006383904698673559,9
FRVS,P1,P2,1,1,-0.717867358133994,-0.6978303292846026,0.020037028849391403,9
FRVS,P1,P3,1,1,-0.717867358133994,-0.671114290818748,0.04675306731524609,9
FRVS,P2,P3,1,1,-0.6978303292846026,-0.671114290818748,0.026716038465854686,9
IND,P1,P2,13,11,-0.5936465060887857,-0.5599115239579371,0.03373498213084858,9
IND,P1,P3,13,11,-0.5936465060887857,-0.7541061268977028,-0.16045962080891718,9
IND,P2,P3,11,11,-0.5599115239579371,-0.7541061268977028,-0.19419460293976576,9
LIBERAL,P1,P2,2,2,-0.7080002056020082,-0.6629804368846287,0.04501976871737945,9
LIBERAL,P1,P3,2,2,-0.7080002056020082,-0.6029540785947893,0.10504612700721883,9
LIBERAL,P2,P3,2,2,-0.6629804368846287,-0.6029540785947893,0.06002635828983938,9
PC,P1,P2,8,8,-0.8569690359666199,-0.8654832996410354,-0.008514263674415545,9
PC,P1,P3,8,8,-0.8569690359666199,-0.8818133526339365,-0.02484431666731657,9
PC,P2,P3,8,8,-0.8654832996410354,-0.8818133526339365,-0.016330052992901023,9
PCS,P2,P3,2,1,-0.8280310997735697,-0.8395165849291033,-0.011485485155533603,9
PEV,P1,P2,1,1,-0.8964063890575529,-0.9123036675497825,-0.01589727849222966,9
PEV,P1,P3,1,1,-0.8964063890575529,-0.9335000388727562,-0.037093649815203356,9
PEV,P2,P3,1,1,-0.9123036675497825,-0.9335000388727562,-0.021196371322973695,9
PH,P1,P2,3,2,-0.9622301971883972,-0.9354382901184813,0.026791907069915855,9
PH,P1,P3,3,2,-0.9622301971883972,-0.9149804829973518,0.0472497141910454,9
PH,P2,P3,2,2,-0.9354382901184813,-0.9149804829973518,0.020457807121129545,9
PPD,P1,P2,6,7,-0.6114786372971552,-0.6329036729864173,-0.021425035689262018,9
PPD,P1,P3,6,7,-0.6114786372971552,-0.6724417454219995,-0.06096310812484429,9
PPD,P2,P3,7,7,-0.6329036729864173,-0.6724417454219995,-0.03953807243558227,9
PR,P1,P2,6,6,-0.36278730931197234,-0.3109454707520389,0.05184183855993346,9
PR,P1,P3,6,6,-0.36278730931197234,-0.22074698716202906,0.14204032214994328,9
PR,P2,P3,6,6,-0.3109454707520389,-0.22074698716202906,0.09019848359000981,9
PRI,P1,P2,1,1,-0.7405115293610846,-0.7282713943861164,0.01224013497496812,9
PRI,P1,P3,1,1,-0.7405115293610846,-0.7119512144194904,0.028560314941594167,9
PRI,P2,P3,1,1,-0.7282713943861164,-0.7119512144194904,0.016320179966626047,9
PRO,P2,P3,1,1,-0.8927657436450351,-0.9182191535785291,-0.025453409933493987,9
PS,P1,P2,18,18,-0.6578049391376466,-0.6587391197997592,-0.0009341806621125937,9
PS,P1,P3,18,18,-0.6578049391376466,-0.6574395224439584,0.00036541669368816976,9
PS,P2,P3,18,18,-0.6587391197997592,-0.6574395224439584,0.0012995973558007634,9
RD,P1,P2,8,10,-0.7736493977878417,-0.7795749934938205,-0.005925595705978837,9
RD,P1,P3,8,10,-0.7736493977878417,-0.7626741024887695,0.010975295299072152,9
RD,P2,P3,10,10,-0.7795749934938205,-0.7626741024887695,0.01690089100505099,9
RN,P1,P2,34,36,0.694292894468051,0.657922944162106,-0.03636995030594503,9
RN,P1,P3,34,33,0.694292894468051,0.6001594493553352,-0.09413344511271582,9
RN,P2,P3,36,33,0.657922944162106,0.6001594493553352,-0.05776349480677079,9
UDI,P1,P2,30,31,0.7126294635210034,0.7121013632373863,-0.0005281002836171611,9
UDI,P1,P3,30,30,0.7126294635210034,0.705863670722336,-0.006765792798667403,9
UDI,P2,P3,31,30,0.7121013632373863,0.705863670722336,-0.006237692515050242,9
COMUNES,P1,P2,2,1,-0.8937458274621751,-0.8717862937383424,0.021959533723832747,10
COMUNES,P1,P3,2,1,-0.8937458274621751,-0.8009126795539633,0.09283314790821184,10
COMUNES,P2,P3,1,1,-0.8717862937383424,-0.8009126795539633,0.0708736141843791,10
DC,P1,P2,15,14,-0.16619734819765863,-0.15546305067615934,0.010734297521499292,10
DC,P1,P3,15,14,-0.16619734819765863,-0.13098148363229367,0.03521586456536496,10
DC,P2,P3,14,14,-0.15546305067615934,-0.13098148363229367,0.02448156704386567,10
EVOP,P1,P2,6,6,0.6718919353781116,0.6610778598234581,-0.010814075554653524,10
EVOP,P1,P3,6,6,0.6718919353781116,0.6571885999534274,-0.014703335424684272,10
EVOP,P2,P3,6,6,0.6610778598234581,0.6571885999534274,-0.003889259870030748,10
FRVS,P1,P2,1,1,-0.7146269175765214,-0.664139645596772,0.05048727197974945,10
FRVS,P1,P3,1,1,-0.7146269175765214,-0.5968232829571064,0.11780363461941501,10
FRVS,P2,P3,1,1,-0.664139645596772,-0.5968232829571064,0.06731636263966556,10
IND,P1,P2,13,11,-0.5751392457454972,-0.5410962567984937,0.03404298894700353,10
IND,P1,P3,13,11,-0.5751392457454972,-0.732811654336112,-0.1576724085906147,10
IND,P2,P3,11,11,-0.5410962567984937,-0.732811654336112,-0.19171539753761824,10
LIBERAL,P1,P2,2,2,-0.6931943414833337,-0.6347688993187597,0.058425442164574015,10
LIBERAL,P1,P3,2,2,-0.6931943414833337,-0.5568683097659948,0.13632603171733892,10
LIBERAL,P2,P3,2,2,-0.6347688993187597,-0.5568683097659948,0.07790058955276491,10
PC,P1,P2,8,8,-0.846305985861683,-0.8520699779733665,-0.005763992111683436,10
PC,P1,P3,8,8,-0.846305985861683,-0.8416139242052211,0.0046920616564619655,10
PC,P2,P3,8,8,-0.8520699779733665,-0.8416139242052211,0.010456053768145401,10
PCS,P2,P3,2,1,-0.8187684600157542,-0.7877580067457963,0.031010453269957883,10
PEV,P1,P2,1,1,-0.8902564898981099,-0.8928983124732291,-0.002641822575119246,10
PEV,P1,P3,1,1,-0.8902564898981099,-0.8964207425733878,-0.00616425267527787,10
PEV,P2,P3,1,1,-0.8928983124732291,-0.8964207425733878,-0.0035224301001586245,10
PH,P1,P2,3,2,-0.9290521146928528,-0.9160549633130423,0.012997151379810501,10
PH,P1,P3,3,2,-0.9290521146928528,-0.9027533492810746,0.026298765411778113,10
PH,P2,P3,2,2,-0.9160549633130423,-0.9027533492810746,0.013301614031967612,10
PPD,P1,P2,6,7,-0.608807541314385,-0.5968920067469988,0.011915534567386143,10
PPD,P1,P3,6,7,-0.608807541314385,-0.6477895530659747,-0.038982011751589773,10
PPD,P2,P3,7,7,-0.5968920067469988,-0.6477895530659747,-0.05089754631897592,10
PR,P1,P2,6,6,-0.35896252194228623,-0.30631183743924895,0.05265068450303728,10
PR,P1,P3,6,6,-0.35896252194228623,-0.21828239795191007,0.14068012399037616,10
PR,P2,P3,6,6,-0.30631183743924895,-0.21828239795191007,0.08802943948733888,10
PRI,P1,P2,1,1,-0.7016076484642603,-0.681319121868918,0.020288526595342304,10
PRI,P1,P3,1,1,-0.7016076484642603,-0.6542677530751273,0.04733989538913297,10
PRI,P2,P3,1,1,-0.681319121868918,-0.6542677530751273,0.027051368793790664,10
PRO,P2,P3,1,1,-0.8474727952211711,-0.8612241903529749,-0.01375139513180379,10
PS,P1,P2,18,18,-0.6610302038995508,-0.6503531916800197,0.010677012219531101,10
PS,P1,P3,18,18,-0.6610302038995508,-0.6380186641996013,0.023011539699949513,10
PS,P2,P3,18,18,-0.6503531916800197,-0.6380186641996013,0.012334527480418411,10
RD,P1,P2,8,10,-0.7631597896747819,-0.7573495773832928,0.005810212291489147,10
RD,P1,P3,8,10,-0.7631597896747819,-0.7673153656465954,-0.0041555759718134855,10
RD,P2,P3,10,10,-0.7573495773832928,-0.7673153656465954,-0.009965788263302633,10
RN,P1,P2,34,36,0.6534809036481872,0.6534711535909661,-9.750057221147301e-06,10
RN,P1,P3,34,33,0.6534809036481872,0.6187186838266437,-0.03476221982154348,10
RN,P2,P3,36,33,0.6534711535909661,0.6187186838266437,-0.034752469764322336,10
UDI,P1,P2,30,31,0.7167820243226296,0.6974686350199455,-0.019313389302684114,10
UDI,P1,P3,30,30,0.7167820243226296,0.6999196027657871,-0.016862421556842477,10
UDI,P2,P3,31,30,0.6974686350199455,0.6999196027657871,0.002450967745841637,10
COMUNES,P1,P2,2,1,-0.8998940563335536,-0.8740702842005847,0.025823772132968825,11
COMUNES,P1,P3,2,1,-0.8998940563335536,-0.8097627027643742,0.09013135356917934,11
COMUNES,P2,P3,1,1,-0.8740702842005847,-0.8097627027643742,0.06430758143621051,11
DC,P1,P2,15,14,-0.16904782912182534,-0.16189380390475563,0.007154025217069704,11
DC,P1,P3,15,14,-0.16904782912182534,-0.13318728631233423,0.03586054280949111,11
DC,P2,P3,14,14,-0.16189380390475563,-0.13318728631233423,0.028706517592421404,11
EVOP,P1,P2,6,6,0.6938637088432995,0.6571894973148227,-0.03667421152847683,11
EVOP,P1,P3,6,6,0.6938637088432995,0.6569453906109707,-0.03691831823232883,11
EVOP,P2,P3,6,6,0.6571894973148227,0.6569453906109707,-0.0002441067038519984,11
FRVS,P1,P2,1,1,-0.7158920806274779,-0.6862480650783882,0.029644015549089686,11
FRVS,P1,P3,1,1,-0.7158920806274779,-0.646722711012935,0.0691693696145429,11
FRVS,P2,P3,1,1,-0.6862480650783882,-0.646722711012935,0.03952535406545321,11
IND,P1,P2,13,11,-0.5875008336489218,-0.5623396530861804,0.025161180562741414,11
IND,P1,P3,13,11,-0.5875008336489218,-0.7162691519164492,-0.12876831826752744,11
IND,P2,P3,11,11,-0.5623396530861804,-0.7162691519164492,-0.15392949883026885,11
LIBERAL,P1,P2,2,2,-0.6871477600747729,-0.6495549283557358,0.037592831719037045,11
LIBERAL,P1,P3,2,2,-0.6871477600747729,-0.5994311527303531,0.08771660734441977,11
LIBERAL,P2,P3,2,2,-0.6495549283557358,-0.5994311527303531,0.05012377562538273,11
PC,P1,P2,8,8,-0.8377585173260151,-0.8465079415055003,-0.00874942417948521,11
PC,P1,P3,8,8,-0.8377585173260151,-0.8471806256217103,-0.00942210829569512,11
PC,P2,P3,8,8,-0.8465079415055003,-0.8471806256217103,-0.0006726841162099095,11
PCS,P2,P3,2,1,-0.811394797958086,-0.7648917272962945,0.04650307066179149,11
PEV,P1,P2,1,1,-0.9515917440376758,-0.9598777595501253,-0.008286015512449563,11
PEV,P1,P3,1,1,-0.9515917440376758,-0.9709257802333903,-0.0193340361957145,11
PEV,P2,P3,1,1,-0.9598777595501253,-0.9709257802333903,-0.011048020683264936,11
PH,P1,P2,3,2,-0.9264247481509262,-0.9195490527664434,0.0068756953844828494,11
PH,P1,P3,3,2,-0.9264247481509262,-0.9306135386473369,-0.004188790496410633,11
PH,P2,P3,2,2,-0.9195490527664434,-0.9306135386473369,-0.011064485880893482,11
PPD,P1,P2,6,7,-0.6035496083693752,-0.5904424805651971,0.01310712780417811,11
PPD,P1,P3,6,7,-0.6035496083693752,-0.6692782660914997,-0.06572865772212444,11
PPD,P2,P3,7,7,-0.5904424805651971,-0.6692782660914997,-0.07883578552630255,11
PR,P1,P2,6,6,-0.3424873438446652,-0.30093448684939195,0.04155285699527328,11
PR,P1,P3,6,6,-0.3424873438446652,-0.21491776113387187,0.12756958271079336,11
PR,P2,P3,6,6,-0.30093448684939195,-0.21491776113387187,0.08601672571552008,11
PRI,P1,P2,1,1,-0.7230775898689809,-0.7048273532345903,0.018250236634390515,11
PRI,P1,P3,1,1,-0.7230775898689809,-0.6804937043887361,0.04258388548024472,11
PRI,P2,P3,1,1,-0.7048273532345903,-0.6804937043887361,0.024333648845854206,11
PRO,P2,P3,1,1,-0.8294106353380615,-0.8616131407255546,-0.03220250538749314,11
PS,P1,P2,18,18,-0.6485981447793553,-0.6443631120225866,0.004235032756768731,11
PS,P1,P3,18,18,-0.6485981447793553,-0.6383346484969807,0.010263496282374551,11
PS,P2,P3,18,18,-0.6443631120225866,-0.6383346484969807,0.0060284635256058205,11
RD,P1,P2,8,10,-0.7662801869646773,-0.763570323753942,0.002709863210735297,11
RD,P1,P3,8,10,-0.7662801869646773,-0.7700726792640236,-0.003792492299346306,11
RD,P2,P3,10,10,-0.763570323753942,-0.7700726792640236,-0.006502355510081603,11
RN,P1,P2,34,36,0.6670940240490306,0.6374140917888995,-0.029679932260131103,11
RN,P1,P3,34,33,0.6670940240490306,0.5769785727852073,-0.09011545126382337,11
RN,P2,P3,36,33,0.6374140917888995,0.5769785727852073,-0.06043551900369226,11
UDI,P1,P2,30,31,0.7067046703646536,0.6666076541615414,-0.040097016203112124,11
UDI,P1,P3,30,30,0.7067046703646536,0.672258677377452,-0.034445992987201524,11
UDI,P2,P3,31,30,0.6666076541615414,0.672258677377452,0.0056510232159106,11
COMUNES,P1,P2,2,1,-0.9040548930410057,-0.9093128849104942,-0.005257991869488499,12
COMUNES,P1,P3,2,1,-0.9040548930410057,-0.8620777050315389,0.041977188009466815,12
COMUNES,P2,P3,1,1,-0.9093128849104942,-0.8620777050315389,0.04723517987895531,12
DC,P1,P2,15,14,-0.185593181667154,-0.19840067709545994,-0.012807495428305948,12
DC,P1,P3,15,14,-0.185593181667154,-0.15869646015595473,0.026896721511199262,12
DC,P2,P3,14,14,-0.19840067709545994,-0.15869646015595473,0.03970421693950521,12
EVOP,P1,P2,6,6,0.6992682536015691,0.6646302492672624,-0.03463800433430664,12
EVOP,P1,P3,6,6,0.6992682536015691,0.6686520440989548,-0.030616209502614233,12
EVOP,P2,P3,6,6,0.6646302492672624,0.6686520440989548,0.004021794831692405,12
FRVS,P1,P2,1,1,-0.741412356878729,-0.7157436199083371,0.025668736970391848,12
FRVS,P1,P3,1,1,-0.741412356878729,-0.6815186372811487,0.059893719597580275,12
FRVS,P2,P3,1,1,-0.7157436199083371,-0.6815186372811487,0.03422498262718843,12
IND,P1,P2,13,11,-0.5807896859666987,-0.5577060552527064,0.02308363071399222,12
IND,P1,P3,13,11,-0.5807896859666987,-0.7378695844023356,-0.15707989843563697,12
IND,P2,P3,11,11,-0.5577060552527064,-0.7378695844023356,-0.1801635291496292,12
LIBERAL,P1,P2,2,2,-0.7016320351985502,-0.655385951726415,0.04624608347213521,12
LIBERAL,P1,P3,2,2,-0.7016320351985502,-0.5937245070969019,0.10790752810164828,12
LIBERAL,P2,P3,2,2,-0.655385951726415,-0.5937245070969019,0.06166144462951306,12
PC,P1,P2,8,8,-0.8566765088671116,-0.8691009770199019,-0.012424468152790302,12
PC,P1,P3,8,8,-0.8566765088671116,-0.8654226079927041,-0.008746099125592544,12
PC,P2,P3,8,8,-0.8691009770199019,-0.8654226079927041,0.0036783690271977587,12
PCS,P2,P3,2,1,-0.8413493065327893,-0.8526246960545989,-0.01127538952180962,12
PEV,P1,P2,1,1,-0.9142842436926152,-0.9070855113798143,0.007198732312800882,12
PEV,P1,P3,1,1,-0.9142842436926152,-0.8974872016294134,0.01679704206320176,12
PEV,P2,P3,1,1,-0.9070855113798143,-0.8974872016294134,0.00959830975040088,12
PH,P1,P2,3,2,-0.9612642295144487,-0.9228365072758271,0.038427722238621564,12
PH,P1,P3,3,2,-0.9612642295144487,-0.8996263073546116,0.0616379221598371,12
PH,P2,P3,2,2,-0.9228365072758271,-0.8996263073546116,0.023210199921215535,12
PPD,P1,P2,6,7,-0.6346859669858378,-0.6122131240874227,0.022472842898415113,12
