party,target_a,target_b,n_a,n_b,median_a,median_b,delta_b_minus_a,replicate
PRI,P1,P3,1,1,-0.6946259891389991,-0.637525026202584,0.05710096293641509,153
PRI,P2,P3,1,1,-0.6701541478805353,-0.637525026202584,0.03262912167795129,153
PRO,P2,P3,1,1,-0.8219402648042837,-0.8133171123040521,0.008623152500231601,153
PS,P1,P2,18,18,-0.638588753112884,-0.6349617670104113,0.0036269861024726957,153
PS,P1,P3,18,18,-0.638588753112884,-0.6168987032240563,0.021690049888827723,153
PS,P2,P3,18,18,-0.6349617670104113,-0.6168987032240563,0.018063063786355027,153
RD,P1,P2,8,10,-0.7528145767778486,-0.7451567985966554,0.0076577781811931755,153
RD,P1,P3,8,10,-0.7528145767778486,-0.7446555469455917,0.008159029832256914,153
RD,P2,P3,10,10,-0.7451567985966554,-0.7446555469455917,0.0005012516510637388,153
RN,P1,P2,34,36,0.6599146231294859,0.6344812226810304,-0.025433400448455545,153
RN,P1,P3,34,33,0.6599146231294859,0.5878725024287589,-0.07204212070072702,153
RN,P2,P3,36,33,0.6344812226810304,0.5878725024287589,-0.046608720252271474,153
UDI,P1,P2,30,31,0.7143907155657296,0.7012789129971302,-0.013111802568599451,153
UDI,P1,P3,30,30,0.7143907155657296,0.6982024816401826,-0.016188233925547024,153
UDI,P2,P3,31,30,0.7012789129971302,0.6982024816401826,-0.003076431356947573,153
COMUNES,P1,P2,2,1,-0.9052749276614291,-0.8978658561559723,0.007409071505456888,154
COMUNES,P1,P3,2,1,-0.9052749276614291,-0.8989406398911349,0.006334287770294211,154
COMUNES,P2,P3,1,1,-0.8978658561559723,-0.8989406398911349,-0.0010747837351626766,154
DC,P1,P2,15,14,-0.18348920213280506,-0.18325059413321915,0.00023860799958591583,154
DC,P1,P3,15,14,-0.18348920213280506,-0.18786058780437725,-0.004371385671572192,154
DC,P2,P3,14,14,-0.18325059413321915,-0.18786058780437725,-0.004609993671158108,154
EVOP,P1,P2,6,6,0.663040934170376,0.6497393900554105,-0.013301544114965536,154
EVOP,P1,P3,6,6,0.663040934170376,0.6149683780988051,-0.048072556071570904,154
EVOP,P2,P3,6,6,0.6497393900554105,0.6149683780988051,-0.03477101195660537,154
FRVS,P1,P2,1,1,-0.717122024921712,-0.6970913540013327,0.020030670920379245,154
FRVS,P1,P3,1,1,-0.717122024921712,-0.6703837927741598,0.04673823214755213,154
FRVS,P2,P3,1,1,-0.6970913540013327,-0.6703837927741598,0.026707561227172882,154
IND,P1,P2,13,11,-0.6177891296944384,-0.5907574241287872,0.027031705565651265,154
IND,P1,P3,13,11,-0.6177891296944384,-0.7558926338548588,-0.1381035041604204,154
IND,P2,P3,11,11,-0.5907574241287872,-0.7558926338548588,-0.16513520972607165,154
LIBERAL,P1,P2,2,2,-0.7031885574932726,-0.6563879203842302,0.046800637109042365,154
LIBERAL,P1,P3,2,2,-0.7031885574932726,-0.593987070905507,0.10920148658776563,154
LIBERAL,P2,P3,2,2,-0.6563879203842302,-0.593987070905507,0.062400849478723264,154
PC,P1,P2,8,8,-0.8545150065821238,-0.8795678614668919,-0.02505285488476816,154
PC,P1,P3,8,8,-0.8545150065821238,-0.8868308865880719,-0.032315880005948094,154
PC,P2,P3,8,8,-0.8795678614668919,-0.8868308865880719,-0.0072630251211799335,154
PCS,P2,P3,2,1,-0.8639523165075516,-0.8757550025074992,-0.011802685999947604,154
PEV,P1,P2,1,1,-0.9222271231368473,-0.9455713928598617,-0.0233442697230144,154
PEV,P1,P3,1,1,-0.9222271231368473,-0.9766970858238795,-0.05446996268703219,154
PEV,P2,P3,1,1,-0.9455713928598617,-0.9766970858238795,-0.031125692964017793,154
PH,P1,P2,3,2,-0.925236991073116,-0.9109175212196782,0.014319469853437794,154
PH,P1,P3,3,2,-0.925236991073116,-0.9201872305736927,0.005049760499423295,154
PH,P2,P3,2,2,-0.9109175212196782,-0.9201872305736927,-0.0092697093540145,154
PPD,P1,P2,6,7,-0.633760430299575,-0.6341566590831283,-0.0003962287835533873,154
PPD,P1,P3,6,7,-0.633760430299575,-0.6893529705364424,-0.05559254023686744,154
PPD,P2,P3,7,7,-0.6341566590831283,-0.6893529705364424,-0.05519631145331405,154
PR,P1,P2,6,6,-0.3815985199425937,-0.32203613128498365,0.059562388657610044,154
PR,P1,P3,6,6,-0.3815985199425937,-0.24261961307483804,0.13897890686775566,154
PR,P2,P3,6,6,-0.32203613128498365,-0.24261961307483804,0.07941651821014561,154
PRI,P1,P2,1,1,-0.7501227727061129,-0.7453159141012662,0.004806858604846753,154
PRI,P1,P3,1,1,-0.7501227727061129,-0.7389067692948039,0.011216003411309017,154
PRI,P2,P3,1,1,-0.7453159141012662,-0.7389067692948039,0.006409144806462264,154
PRO,P2,P3,1,1,-0.8789700209728308,-0.9091089040913756,-0.030138883118544735,154
PS,P1,P2,18,18,-0.673167093565374,-0.6705730076831812,0.002594085882192787,154
PS,P1,P3,18,18,-0.673167093565374,-0.6760435217596291,-0.002876428194255154,154
PS,P2,P3,18,18,-0.6705730076831812,-0.6760435217596291,-0.005470514076447941,154
RD,P1,P2,8,10,-0.783319262786274,-0.7882248024336576,-0.0049055396473836055,154
RD,P1,P3,8,10,-0.783319262786274,-0.7742842587260492,0.009035004060224727,154
RD,P2,P3,10,10,-0.7882248024336576,-0.7742842587260492,0.013940543707608333,154
RN,P1,P2,34,36,0.6497895545282573,0.6211265568716968,-0.02866299765656044,154
RN,P1,P3,34,33,0.6497895545282573,0.5392436115798007,-0.11054594294845654,154
RN,P2,P3,36,33,0.6211265568716968,0.5392436115798007,-0.0818829452918961,154
UDI,P1,P2,30,31,0.691721951551273,0.6420374658306433,-0.04968448572062978,154
UDI,P1,P3,30,30,0.691721951551273,0.6135507201740318,-0.07817123137724125,154
UDI,P2,P3,31,30,0.6420374658306433,0.6135507201740318,-0.028486745656611467,154
COMUNES,P1,P2,2,1,-0.8788966995080758,-0.8733925126333398,0.005504186874735972,155
COMUNES,P1,P3,2,1,-0.8788966995080758,-0.8377545401779072,0.041142159330168626,155
COMUNES,P2,P3,1,1,-0.8733925126333398,-0.8377545401779072,0.035637972455432654,155
DC,P1,P2,15,14,-0.164134611310642,-0.15411188031555922,0.010022730995082774,155
DC,P1,P3,15,14,-0.164134611310642,-0.10884993421482063,0.05528467709582137,155
DC,P2,P3,14,14,-0.15411188031555922,-0.10884993421482063,0.045261946100738595,155
EVOP,P1,P2,6,6,0.6786021701431181,0.6484684439813229,-0.030133726161795216,155
EVOP,P1,P3,6,6,0.6786021701431181,0.590124879562322,-0.08847729058079612,155
EVOP,P2,P3,6,6,0.6484684439813229,0.590124879562322,-0.058343564419000904,155
FRVS,P1,P2,1,1,-0.7151591218924042,-0.6853342666220483,0.029824855270355832,155
FRVS,P1,P3,1,1,-0.7151591218924042,-0.6455677929282408,0.06959132896416331,155
FRVS,P2,P3,1,1,-0.6853342666220483,-0.6455677929282408,0.03976647369380748,155
IND,P1,P2,13,11,-0.5702591203037451,-0.5436198071967441,0.026639313107001072,155
IND,P1,P3,13,11,-0.5702591203037451,-0.735060599944047,-0.1648014796403019,155
IND,P2,P3,11,11,-0.5436198071967441,-0.735060599944047,-0.19144079274730297,155
LIBERAL,P1,P2,2,2,-0.6820829006047497,-0.6178762943999104,0.06420660620483931,155
LIBERAL,P1,P3,2,2,-0.6820829006047497,-0.5322674861267915,0.1498154144779582,155
LIBERAL,P2,P3,2,2,-0.6178762943999104,-0.5322674861267915,0.0856088082731189,155
PC,P1,P2,8,8,-0.8363147950972589,-0.837298567097697,-0.0009837720004380879,155
PC,P1,P3,8,8,-0.8363147950972589,-0.8201773756902037,0.016137419407055265,155
PC,P2,P3,8,8,-0.837298567097697,-0.8201773756902037,0.017121191407493352,155
PCS,P2,P3,2,1,-0.8211501786039799,-0.8201331946295244,0.0010169839744554876,155
PEV,P1,P2,1,1,-0.8937896657112534,-0.8987912059583144,-0.005001540247061009,155
PEV,P1,P3,1,1,-0.8937896657112534,-0.905459926287728,-0.011670260576474578,155
PEV,P2,P3,1,1,-0.8987912059583144,-0.905459926287728,-0.006668720329413569,155
PH,P1,P2,3,2,-0.9600410367433444,-0.9424367691378717,0.017604267605472734,155
PH,P1,P3,3,2,-0.9600410367433444,-0.9421843311600254,0.017856705583318977,155
PH,P2,P3,2,2,-0.9424367691378717,-0.9421843311600254,0.00025243797784624267,155
PPD,P1,P2,6,7,-0.6274374371581478,-0.6129875140838105,0.014449923074337345,155
PPD,P1,P3,6,7,-0.6274374371581478,-0.6507954423084437,-0.023358005150295846,155
PPD,P2,P3,7,7,-0.6129875140838105,-0.6507954423084437,-0.03780792822463319,155
PR,P1,P2,6,6,-0.364358739281308,-0.29921111135972256,0.06514762792158546,155
